FECHA ;LUGAR DE LA ORIENTACION ;TIPO DE DOCUMENTO;LOCALIDAD ;BARRIO ;RANGO DE EDAD;"CONDICION DE
DISCAPACION     ";"TIPO DE 
VIVIENDA ";"COBERTURA
EN SALUD";"ESTADO 
CIVIL";SEXO;GENERO;"ORIENTACION
SEXUAL";ETNIA;"NIVEL 
EDUCATIVO";VICTIMA ;RUV;OCUPACION;"ESTUDIOS
SOCIOECONIMICO ";TIPO DE SERVICIO ;TIPO DE REMISION ;"TIPOLOGIA
DE CASO-CASUSTICA ";EQUPO QUE ATENDIO 
16/05/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;Nuevo Tibabuyes;18-30 AÑOS;No;CASA FAMILIAR;CONTRIBUTIVO;SOLTERO;Hombre;Masculino;Hetero sexual;Afro;SECUNDARIA;No;No;Empleado;ENTRE 1-2SMMLV;O.I;DILE;Educación;CASA AFRO - SUBA
17/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;BOSA;BOSA;NO RESPONDE;NO;ARRIENDO;SUBSIDIADO;UNION LIBRE;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;TRABAJO INFORMAL;MENOS 1SMMLV;O.I.;N/A;AUTORRECONOCIMIENTO;CONFIA
17/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;BOSA;BOSA;NO RESPONDE;NO;ARRIENDO;SUBSIDIADO;UNION LIBRE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;TRABAJO INFORMAL;MENOS 1SMMLV;O.I.;N/A;AUTORRECONOCIMIENTO;CONFIA
17/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;BOSA;BOSA;18-30 AÑOS;NO;ARRIENDO;SUBSIDIADO;SOLTERO;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;ESTUDIANTE;MENOS 1SMMLV;O.I.;N/A;AUTORRECONOCIMIENTO;CONFIA
17/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;BOSA;BOSA;18-30 AÑOS;NO;ARRIENDO;SUBSIDIADO;SOLTERO;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;ESTUDIANTE;MENOS 1SMMLV;O.I.;N/A;AUTORRECONOCIMIENTO;CONFIA
17/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;BOSA;BOSA;18-30 AÑOS;NO;ARRIENDO;SUBSIDIADO;SOLTERO;MUJER;FEMENINO;HETEROSEXUAL;AFRO;TECNICA;SI;SI;ESTUDIANTE;MENOS 1SMMLV;O.I.;N/A;AUTORRECONOCIMIENTO;CONFIA
18/05/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;Rincón;18-30 AÑOS;No;ARRIENDO HABITACIÓN;SUBSIDIADO;SOLTERO;Mujer;Femenino;Hetero sexual;AFRO;TÉCNICO;No;No;Desempleada;MENOS 1SMMLV;O.I;Agencia de empleo;Laboral ;CASA AFRO - SUBA
19/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;BOSA;BOSA;NO RESPONDE;NO;ARRIENDO;SUBSIDIADO;UNION LIBRE;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;TRABAJO INFORMAL;MENOS 1SMMLV;O.I.;N/A;VICTIMAS;CONFIA
19/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;BOSA;BOSA;NO RESPONDE;NO;ARRIENDO;SUBSIDIADO;UNION LIBRE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;TRABAJO INFORMAL;MENOS 1SMMLV;O.I.;N/A;VICTIMAS;CONFIA
19/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;BOSA;BOSA;18-30 AÑOS;NO;ARRIENDO;SUBSIDIADO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;ESTUDIANTE;MENOS 1SMMLV;O.I.;N/A;VICTIMAS;CONFIA
19/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;BOSA;BOSA;18-30 AÑOS;NO;ARRIENDO;SUBSIDIADO;SOLTERA;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;ESTUDIANTE;MENOS 1SMMLV;O.I.;N/A;VICTIMAS;CONFIA
19/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;BOSA;BOSA;18-30 AÑOS;NO;ARRIENDO;SUBSIDIADO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;TECNICA;SI;SI;NO RESPONDE;MENOS 1SMMLV;O.I.;N/A;VICTIMAS;CONFIA
19/05/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;Pinar;18-30 AÑOS;No;APARTAMENTO ARRIENDO ;CONTRIBUTIVO;UNIÓN LIBRE;Mujer;Femenino;Hetero sexual;AFRO;SECUNDARIA;No;No;Desempleada;MENOS 1SMMLV;O.I;Agencia de empleo;Laboral ;CASA AFRO - SUBA
19/05/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;San Pedro;18-30 AÑOS;No;APARTAMENTO ARRIENDO ;SUBSIDIADO;SOLTERO;Mujer;Femenino;Hetero sexual;AFRO;SECUNDARIA;No;No;Desempleada;MENOS 1SMMLV;O.I;Agencia de empleo;Laboral ;CASA AFRO - SUBA
20/05/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;Rincón;46-60 AÑOS;No;APARTAMENTO ARRIENDO ;CONTRIBUTIVO;CASADA;Mujer;Femenino;Hetero sexual;AFRO;SECUNDARIA;No;No;Desempleada;MENOS 1SMMLV;O.I;Agencia de empleo;Laboral ;CASA AFRO - SUBA
20/05/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;Java;46-60 AÑOS;NO;ARRIENDO HABITACIÓN;SUBSIDIADO;SOLTERO;Mujer;Femenino;Hetero sexual;AFRO;SECUNDARIA;SI;No;Trabajo informal;MENOS 1SMMLV;O.I;Canasta Afro;Familia;CASA AFRO - SUBA
20/05/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;Bilbao;46-60 AÑOS;NO;APARTAMENTO ARRIENDO ;CONTRIBUTIVO;UNIÓN LIBRE;Hombre;Masculino;Hetero sexual;Afro;PRIMARIA;SI;SI;Trabajo informal;ENTRE 1-2SMMLV;O.I;Canasta Afro;Familia;CASA AFRO - SUBA
21/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;31-45AÑOS;NO;ARRIENDO;CONTRIBUTIVO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;TECNICA;SI;SI;TRABAJO FORMAL;MENOS 1SMMLV;O.I.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;31-45AÑOS;NO;ARRIENDO;CONTRIBUTIVO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;TRABAJO FORMAL;MENOS 1SMMLV;O.I.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;31-45AÑOS;NO;PROPIA;CONTRIBUTIVO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.I.;N/A;LABORALES;CONFIA
21/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;31-45AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE ;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;TRABAJO FORMAL;MENOS 1SMMLV;O.I.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;31-45AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE ;HOMBRE ;MACULINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;DESEMPLEADO;MENOS 1SMMLV;O.I.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;31-45AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE ;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;TRBAJOINFORMAL;MENOS 1SMMLV;O.I.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;31-45AÑOS;NO;PROPIA;CONTRIBUTIVO;UNION LIBRE ;HOMBRE ;MACULINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;TRBAJOINFORMAL;MENOS 1SMMLV;O.I.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;31-45AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE ;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;TRBAJOINFORMAL;MENOS 1SMMLV;O.I.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;31-45AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE ;HOMBRE ;MACULINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;DESEMPLEADO;MENOS 1SMMLV;O.I.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;31-45AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE ;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;TRBAJOI NFORMAL;MENOS 1SMMLV;O.I.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;31-45AÑOS;NO;PROPIA;CONTRIBUTIVO;SOLTERO;MUJER;FEMENINO;HETEROSEXUAL;AFRO;TECNICO;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.I.;N/A;LABORALES;CONFIA
21/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;31-45AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE ;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.I.;N/A;LABORALES;CONFIA
21/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;31-45AÑOS;NO;ARRIENDO;CONTRIBUTIVO;SOLTERO;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;DESEMPLEADA;MENOS 1SMMLV;OI;N/A;LABORALES;CONFIA
21/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;31-45AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNIN LIBRFE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;TRABAJO FORMAL;MENOS 1SMMLV;OI;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;31-45AÑOS;NO;PROPIA;CONTRIBUTIVO;UNIN LIBRFE;HOMBRE ;MACULINO;HETEROSEXUAL;AFRO;TECNICO;SI;SI;TRABJADOR  FORMAL;MENOS 1SMMLV;OI;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA SAN CRISTOBAL ;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;30-40AÑOS;NO;ARRIENDO;CONTRIBUTIVO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;TECNICA;SI;SI;TRABAJO FORMAL;MENOS 1SMMLV;O.P.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA SAN CRISTOBAL ;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;30-40AÑOS;NO;ARRIENDO;CONTRIBUTIVO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;TRABAJO FORMAL;MENOS 1SMMLV;O.P.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA SAN CRISTOBAL ;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;30-40AÑOS;NO;PROPIA;CONTRIBUTIVO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.P.;N/A;LABORALES;CONFIA
21/05/2022;CONFIA SAN CRISTOBAL ;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;30-40AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE ;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;TRABAJO FORMAL;MENOS 1SMMLV;O.P.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA SAN CRISTOBAL ;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;30-40AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE ;HOMBRE ;MACULINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;DESEMPLEADO;MENOS 1SMMLV;O.P.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA SAN CRISTOBAL ;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;30-40AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE ;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;TRBAJOINFORMAL;MENOS 1SMMLV;O.P.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA SAN CRISTOBAL ;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;30-40AÑOS;NO;PROPIA;CONTRIBUTIVO;UNION LIBRE ;HOMBRE ;HOMBRE;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;TRBAJOINFORMAL;MENOS 1SMMLV;O.P.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA SAN CRISTOBAL ;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;30-40AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE ;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;TRBAJOINFORMAL;MENOS 1SMMLV;O.P.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA SAN CRISTOBAL ;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;30-40AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE ;HOMBRE ;HOMBRE;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;DESEMPLEADO;MENOS 1SMMLV;O.P.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA SAN CRISTOBAL ;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;30-40AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE ;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;TRBAJOI NFORMAL;MENOS 1SMMLV;O.P.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA SAN CRISTOBAL ;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;30-40AÑOS;NO;PROPIA;CONTRIBUTIVO;SOLTERO;MUJER;FEMENINO;HETEROSEXUAL;AFRO;TECNICO;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.P.;N/A;LABORALES;CONFIA
21/05/2022;CONFIA SAN CRISTOBAL ;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;30-40AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE ;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.P.;N/A;LABORALES;CONFIA
21/05/2022;CONFIA SAN CRISTOBAL ;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;30-40AÑOS;NO;ARRIENDO;CONTRIBUTIVO;SOLTERO;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;DESEMPLEADA;MENOS 1SMMLV;O.P.;N/A;LABORALES;CONFIA
21/05/2022;CONFIA SAN CRISTOBAL ;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;30-40AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNIN LIBRFE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;BACHILERATO;SI;SI;TRABAJO FORMAL;MENOS 1SMMLV;O.P.;N/A;FAMILIA;CONFIA
21/05/2022;CONFIA SAN CRISTOBAL ;CEDULA;CIUDAD BOLIVAR ;VILLAS DEL DIAMANTE ;30-40AÑOS;NO;PROPIA;CONTRIBUTIVO;UNIN LIBRFE;HOMBRE ;HOMBRE;HETEROSEXUAL;AFRO;TECNICO;SI;SI;TRABJADOR  FORMAL;MENOS 1SMMLV;O.P.;N/A;FAMILIA;CONFIA
22/05/2022;EMANCIPATION RAIZAL PLIES;CC;ENGATIVA;EL PALMAR;46-60 AÑOS;NO;ARRIENDO;SUBSIDIADO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;NINGUNA;SI;SI;DESEMPLEADO -COCINA;MENOS DE UN SMMLV;O.I.;SENA, DESARROLLO ECONOMICO Y DILE;LABORAL ;EMANCIPATIÓN PLIES
22/05/2022;EMANCIPATION RAIZAL PLIES;CC;ENGATIVA;LA FAENA;31-45 AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNIÓN LIBRE;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO COLOMBIANO;11 BACHILLERATO;SI;NO;TRABAJO FORMAL - MATIZADOR DE PINTURA;1-2 SMMLV;O.I.;SENA, SECRETARIA DE EDUCACIÓN SECRETARIA DE HABITAT;EDUCACIÓN ;EMANCIPATIÓN PLIES
22/05/2022;EMANCIPATION RAIZAL PLIES;CC;ENGATIVA;LA FAENA;31-45 AÑOS;NO;ARRIENDO;SUBSIDIADO;SEPARADA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;9 BACHILLERATO;NO ;NO;TRABAJO INFORMAL - VENDEDOR AMBULANTE;MENOS DE UN SMMLV;O.I.;SENA, SECRETARIA DE DESARROLLO ECONOMICO Y DILE;LABORAL;EMANCIPATIÓN PLIES
22/05/2022;EMANCIPATION RAIZAL PLIES;CC;ENGATIVA;LA FAENA;18-30 AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNIÓN LIBRE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SUPERIOR;SI;NO;DESEMPLEADA - FISOTERAPEUTA;MENOS DE UN SMMLV;O.I.;SENA Y DESARROLLO ECONOMICO;LABORAL;EMANCIPATIÓN PLIES
22/05/2022;EMANCIPATION RAIZAL PLIES;CC;ENGATIVA;VILLA TERESITA;31-45 AÑOS;NO;ARRIENDO;SUBSIDIADO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;11 BACHILLERATO;SI;SI;DESEMPLEADA - ENFERMERA;MENOS DE UN SMMLV;O.I.;SENA, SECRETARIA DE EDUCACIÓN Y DESARROLLO ECONOMICO;LABORAL ;EMANCIPATIÓN PLIES
22/05/2022;EMANCIPATION RAIZAL PLIES;CC;ENGATIVA;LA CABAÑA;60 AÑOS;SI;ARRIENDO;CONTRIBUTIVO;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;3 SECUNDARIA;SI;NO;HOGAR - AMA DE CASA;1-2 SMMLV;O.I.;SUBRED NORTE Y SECRETARÍA DE HABITAT;SALUD ;EMANCIPATIÓN PLIES
22/05/2022;EMANCIPATION RAIZAL PLIES;CC;ENGATIVA;LA FAENA;31-45 AÑOS;NO;ARRIENDO;CONTRIBUTIVO;SOLTERO;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO COLOMBIANO;TECNICO;NO ;NO;TRABAJO FORMAL - EMPALMADOR DE FIBRA OPTICA;1-2 SMMLV;O.I.;SENA Y SECRETARIA DE EDUCACIÓN;LABORAL ;EMANCIPATIÓN PLIES
22/05/2022;EMANCIPATION RAIZAL PLIES;CC;ENGATIVA;LA FAENA;31-45 AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNIÓN LIBRE;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO COLOMBIANO;11 BACHILLERATO;NO ;NO;TRABAJO FORMAL - SEGURIDAD;1-2 SMMLV;O.I.;SENA Y SECRETARÍA DE HABITAT;EDUCACIÓN ;EMANCIPATIÓN PLIES
22/05/2022;EMANCIPATION RAIZAL PLIES;TI;ENGATIVA;LA FAENA;18-30 AÑOS;NO;ARRIENDO;SUBSIDIADO;UNIÓN LIBRE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;6 BACHILLERATO;SI;SI;DESEMPLEADA - HOGAR;MENOS DE UN SMMLV;O.I.;DILE, SENA Y DESARROLLO ECONOMICO;EDUCACIÓN ;EMANCIPATIÓN PLIES
22/05/2022;EMANCIPATION RAIZAL PLIES;CC;ENGATIVA ;ENGATIVA PUEBLO;31-45 AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNIÓN LIBRE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;11 BACHILLERATO;SI;SI;DESEMPLEADO -HOGAR;MENOS DE UN SMMLV;O.I.;SENA Y SECRETARIA DE DESARROLLO ECONOMICO;LABORAL ;EMANCIPATIÓN PLIES
23/05/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;Rincón;18-30 AÑOS;NO;CASA FAMILIAR;CONTRIBUTIVO;SOLTERO;Mujer;Femenino;Hetero sexual;AFRO;SECUNDARIA;No;No;Desempleada;MENOS 1SMMLV;O.I;Agencia de empleo;Laboral ;CASA AFRO - SUBA
23/05/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;Lisboa;18-30 AÑOS;NO;APARTAMENTO ARRIENDO ;SUBSIDIADO;SOLTERO;Mujer;Femenino;Hetero sexual;AFRO;SECUNDARIA;No;No;Desempleada;MENOS 1SMMLV;O.I;Agencia de empleo;Laboral ;CASA AFRO - SUBA
23/05/2022;EMANCIPATION RAIZAL PLIES;CÉDULA;SUBA;San Juan;46-60 AÑOS;NO;APARTAMENTO ARRIENDO;SUBSIDIADO;UNIÓN LIBRE;Mujer;Femenino;Hetero sexual;AFRO;SECUNDARIA;No;No;Desempleada;MENOS 1SMMLV;O.I;Agencia de empleo;Laboral ;CASA AFRO - SUBA
23/05/2022;EMANCIPATION RAIZAL PLIES;CEDULA;USAQUEN ;BARRIO ALTA BLANCA ;31-45 AÑOS;NO;ARRIENDO;NO ASEGURADO;SOLTERO;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;DESEMPLEADO;MENOS 1SMMLV;O.I.;N/A;LABORAL;EMANCIPATION PLIES
23/05/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LUIS CARLOS GALAN;31-45 AÑOS;NO;ARRIENDO;SUBSIDIADO;UNION LIBRE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;TRABAJO INFORMAL;MENOS 1SMMLV;O.I.;N/A;LABORAL;EMANCIPATION PLIES
23/05/2022;EMANCIPATION RAIZAL PLIES;CEDULA;CANDELARIA;CANDELARIA;31-45 AÑOS;NO;ARRIENDO;NO ASEGURADO;SOLTERO;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;PRIMARIA;NO;NO;TRABAJO INFORMAL;2-3SMMLV;O.I.;N/A;FAMILIA;EMANCIPATION PLIES
23/05/2022;EMANCIPATION RAIZAL PLIES;CEDULA;BOSA ;CALDAS ;31-45 AÑOS;NO;ARRIENDO;CONTRIBUTIVO;UNION LIBRE;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;TRABAJO FORMAL;1-2 SMMLV;O.I.;N/A;FAMILIA;EMANCIPATION PLIES
23/05/2022;EMANCIPATION RAIZAL PLIES;CEDULA;TEUSAQUILLO;SOLEDAD ;18-30 AÑOS ;NO;VIVIENDA FAMILIAR;SUBSIDIADO;CASADA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;TECNICA;NO;NO;ESTUDIANTE;MENOS 1SMMLV;O.I.;N/A;EDUCACION;EMANCIPATION PLIES
23/05/2022;EMANCIPATION RAIZAL PLIES;CEDULA;ENGATIVA;LUIS CARLOS GALAN;18-30 AÑOS ;NO;ARRIENDO;SUBSIDIADO;UNION LIBRE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;DESEMPLEADO;MENOS 1SMMLV;O.I.;N/A;LABORAL;EMANCIPATION PLIES
23/05/2022;EMANCIPATION RAIZAL PLIES;CEDULA;RAFAEL URIBE URIBE ;LA COLINA ;31-45 AÑOS;NO;VIVIENDA FAMILIAR;NO ASEGURADO;UNION LIBRE;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;NINGUNA;NO;NO;NINGUNA;MENOS 1SMMLV;O.I.;N/A;LABORAL;EMANCIPATION PLIES
24/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;SAN CRISTOBAL;CANADA GUIRA;46-60 AÑOS;SI;ARRIENDO;SUBSIDIADO ;UNION LIBRE;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;SI;SI;TRABAJO INFORMAL;MENOS 1-2SMMLV;O.I;N/A;LABORAL;EQUIPO CONFIA - 20 DE JULIO
24/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;SAN CRISTOBAL;CANADA GUIRA;31-45 AÑOS;SI;ARRIENDO;SUBSIDIADO ;UNION LIBRE;MUJER;FEMENINO;HETEROSEXUAL;AFRO;PRIMARIA;NO;NO;DESEMPLEADO;MENOS 1SMMLV;O.I;N/A;LABORAL;EQUIPO CONFIA - 20 DE JULIO
24/05/2022;CONFIA  SAN CRISTOBAL;CEDULA;SAN CRISTOBAL;CANADA GUIRA;18-30 AÑOS;SI;ARRIENDO;SUBSIDIADO ;SOLTERA;MUJER;FEMENINO;HETEROSEXUAL;AFRO;TECNICO;NO;NO;ESTUDIANTE;MENOS 1SMMLV;O.I;N/A;LABORAL;EQUIPO CONFIA - 20 DE JULIO
25/05/2022;EMANCIPATION RAIZAL PLIES;CEDULA;SUBA;RINCON;18-30 AÑOS;NO;APARTAMENTO;CONTRIBUTIVO;SOLTERO;MUJER;FEMENINO;HETEROSEXUAL;AFRO;TECNICA;SI;SI;TRABAJO FORMAL;1-2 SMMLV;O.I.;;VIVIENDA;CONFIA
25/05/2022;EMANCIPATION RAIZAL PLIES;CEDULA;SUBA;RINCON;31-45 AÑOS;NO;APARTAMENTO;SUBSIDIADO;UNIÓN LIBRE;HOMBRE;MASCULINO;HETEROSEXUAL;AFRO;SECUNDARIA;NO;NO;TRABAJO INFORMAL;1-2 SMMLV;O.I.;;LABORAL;CONFIA
